feedback_id,customer_id,product_id,rating,feedback_text,feedback_date,sentiment_id,sentiment,confidence,model_name,sentiment_label,feedback_bucket
254,254,254,4,Delivery was late,2026-07-01 07:35:08.376950,254,neutral,0.53,distilbert,neutral,positive
255,255,255,3,Good value for money,2026-04-18 07:35:08.376985,255,negative,0.94,roberta-base,negative,neutral
256,256,256,1,Great product and excellent quality,2026-04-07 07:35:08.377019,256,neutral,0.6,bert-base,neutral,negative
257,257,257,1,Great product and excellent quality,2026-03-17 07:35:08.377058,257,positive,0.86,bert-base,positive,negative
258,258,258,1,Good value for money,2026-04-24 07:35:08.377094,258,negative,0.79,bert-base,negative,negative
259,259,259,2,Fantastic support and fast shipping,2026-05-05 07:35:08.377149,259,neutral,0.68,bert-base,neutral,negative
260,260,260,3,Great product and excellent quality,2026-02-15 07:35:08.377184,260,positive,0.68,distilbert,positive,neutral
261,261,261,4,Great product and excellent quality,2026-04-09 07:35:08.377219,261,neutral,0.56,roberta-base,neutral,positive
262,262,262,5,"Average product, could be better",2026-02-02 07:35:08.377255,262,positive,0.71,bert-base,positive,positive
263,263,263,4,Delivery was late,2026-05-17 07:35:08.377292,263,positive,0.52,roberta-base,positive,positive
264,264,264,5,Great product and excellent quality,2026-07-12 07:35:08.377326,264,negative,0.85,roberta-base,negative,positive
265,265,265,3,Fantastic support and fast shipping,2026-04-13 07:35:08.377362,265,negative,0.56,bert-base,negative,neutral
266,266,266,3,Great product and excellent quality,2026-05-05 07:35:08.377397,266,positive,0.56,roberta-base,positive,neutral
267,267,267,1,Fantastic support and fast shipping,2026-06-21 07:35:08.377431,267,positive,0.7,distilbert,positive,negative
268,268,268,1,Very satisfied with the experience,2026-04-17 07:35:08.377466,268,neutral,0.52,roberta-base,neutral,negative
269,269,269,5,Fantastic support and fast shipping,2026-07-07 07:35:08.377501,269,neutral,0.82,bert-base,neutral,positive
270,270,270,2,Fantastic support and fast shipping,2026-03-24 07:35:08.377538,270,neutral,0.92,bert-base,neutral,negative
271,271,271,1,Good value for money,2026-04-05 07:35:08.377572,271,neutral,0.89,roberta-base,neutral,negative
272,272,272,5,Great product and excellent quality,2026-03-13 07:35:08.377610,272,positive,0.9,distilbert,positive,positive
273,273,273,5,Delivery was late,2026-02-23 07:35:08.377645,273,negative,0.73,distilbert,negative,positive
274,274,274,3,"Average product, could be better",2026-02-02 07:35:08.377679,274,positive,0.52,bert-base,positive,neutral
275,275,275,2,Very satisfied with the experience,2026-04-05 07:35:08.377713,275,positive,0.85,bert-base,positive,negative
276,276,276,4,Good value for money,2026-07-30 07:35:08.377750,276,negative,0.86,distilbert,negative,positive
277,277,277,5,Fantastic support and fast shipping,2026-02-26 07:35:08.377786,277,neutral,0.75,roberta-base,neutral,positive
278,278,278,4,Good value for money,2026-02-27 07:35:08.377820,278,negative,0.93,distilbert,negative,positive
279,279,279,2,Good value for money,2026-03-25 07:35:08.377855,279,negative,0.84,roberta-base,negative,negative
280,280,280,1,"Average product, could be better",2026-07-25 07:35:08.377892,280,neutral,0.57,distilbert,neutral,negative
281,281,281,3,Fantastic support and fast shipping,2026-06-09 07:35:08.377928,281,negative,0.52,roberta-base,negative,neutral
282,282,282,3,Fantastic support and fast shipping,2026-02-04 07:35:08.377963,282,negative,0.52,roberta-base,negative,neutral
283,283,283,3,Good value for money,2026-03-03 07:35:08.377997,283,negative,0.86,bert-base,negative,neutral
284,284,284,4,Great product and excellent quality,2026-05-21 07:35:08.378031,284,negative,0.63,bert-base,negative,positive
285,285,285,3,"Average product, could be better",2026-03-28 07:35:08.378068,285,negative,0.77,bert-base,negative,neutral
286,286,286,1,Very satisfied with the experience,2026-05-03 07:35:08.378102,286,positive,0.93,distilbert,positive,negative
287,287,287,4,Delivery was late,2026-05-31 07:35:08.378137,287,negative,0.8,distilbert,negative,positive
288,288,288,3,Fantastic support and fast shipping,2026-07-25 07:35:08.378173,288,negative,0.9,roberta-base,negative,neutral
289,289,289,1,"Average product, could be better",2026-02-21 07:35:08.378279,289,positive,0.6,distilbert,positive,negative
290,290,290,3,Very satisfied with the experience,2026-07-22 07:35:08.378315,290,positive,0.54,bert-base,positive,neutral
291,291,291,4,Very satisfied with the experience,2026-05-12 07:35:08.378349,291,positive,0.69,bert-base,positive,positive
292,292,292,3,Delivery was late,2026-02-26 07:35:08.378384,292,positive,0.64,roberta-base,positive,neutral
293,293,293,2,Fantastic support and fast shipping,2026-05-16 07:35:08.378421,293,negative,0.93,distilbert,negative,negative
294,294,294,5,"Average product, could be better",2026-07-10 07:35:08.378456,294,neutral,0.6,distilbert,neutral,positive
295,295,295,2,Great product and excellent quality,2026-02-10 07:35:08.378490,295,negative,0.92,distilbert,negative,negative
296,296,296,2,Delivery was late,2026-02-10 07:35:08.378524,296,negative,0.61,roberta-base,negative,negative
297,297,297,5,"Average product, could be better",2026-04-29 07:35:08.378558,297,neutral,0.97,bert-base,neutral,positive
298,298,298,4,Very satisfied with the experience,2026-05-01 07:35:08.378593,298,neutral,0.74,bert-base,neutral,positive
299,299,299,1,Great product and excellent quality,2026-03-24 07:35:08.378627,299,negative,0.52,distilbert,negative,negative
300,300,300,2,Very satisfied with the experience,2026-03-03 07:35:08.378664,300,negative,0.92,bert-base,negative,negative
301,301,301,5,Good value for money,2026-06-26 07:35:08.378700,301,neutral,0.58,distilbert,neutral,positive
302,302,302,2,Fantastic support and fast shipping,2026-03-21 07:35:08.378735,302,neutral,0.69,roberta-base,neutral,negative
303,303,303,4,Good value for money,2026-02-14 07:35:08.378769,303,neutral,0.68,distilbert,neutral,positive
304,304,304,1,"Average product, could be better",2026-03-25 07:35:08.378805,304,positive,0.72,bert-base,positive,negative
305,305,305,4,Good value for money,2026-05-08 07:35:08.378839,305,negative,0.56,distilbert,negative,positive
306,306,306,2,Good value for money,2026-02-20 07:35:08.378874,306,negative,0.52,distilbert,negative,negative
307,307,307,3,Great product and excellent quality,2026-07-10 07:35:08.378908,307,positive,0.72,roberta-base,positive,neutral
308,308,308,3,Good value for money,2026-04-06 07:35:08.378943,308,negative,0.79,bert-base,negative,neutral
309,309,309,1,"Average product, could be better",2026-06-16 07:35:08.378983,309,neutral,0.94,distilbert,neutral,negative
310,310,310,4,Fantastic support and fast shipping,2026-03-20 07:35:08.379021,310,neutral,0.68,bert-base,neutral,positive
311,311,311,2,Very satisfied with the experience,2026-05-27 07:35:08.379057,311,neutral,0.88,bert-base,neutral,negative
312,312,312,5,Great product and excellent quality,2026-07-30 07:35:08.379124,312,neutral,0.82,distilbert,neutral,positive
313,313,313,3,"Average product, could be better",2026-02-25 07:35:08.379164,313,neutral,0.99,roberta-base,neutral,neutral
314,314,314,5,Delivery was late,2026-05-04 07:35:08.379203,314,negative,0.7,bert-base,negative,positive
315,315,315,1,"Average product, could be better",2026-06-20 07:35:08.379241,315,neutral,0.97,bert-base,neutral,negative
316,316,316,1,"Average product, could be better",2026-04-24 07:35:08.379276,316,neutral,0.8,distilbert,neutral,negative
317,317,317,3,"Average product, could be better",2026-06-12 07:35:08.379311,317,positive,0.88,distilbert,positive,neutral
318,318,318,3,Very satisfied with the experience,2026-02-10 07:35:08.379346,318,neutral,0.7,bert-base,neutral,neutral
319,319,319,4,Very satisfied with the experience,2026-03-06 07:35:08.379381,319,positive,0.63,roberta-base,positive,positive
320,320,320,4,Delivery was late,2026-04-26 07:35:08.379416,320,negative,0.74,bert-base,negative,positive
321,321,321,2,Good value for money,2026-05-12 07:35:08.379450,321,neutral,0.97,distilbert,neutral,negative
322,322,322,3,Very satisfied with the experience,2026-05-02 07:35:08.379484,322,positive,0.94,roberta-base,positive,neutral
323,323,323,5,Good value for money,2026-05-01 07:35:08.379518,323,positive,0.88,bert-base,positive,positive
324,324,324,3,"Average product, could be better",2026-03-28 07:35:08.379555,324,positive,0.98,distilbert,positive,neutral
325,325,325,3,"Average product, could be better",2026-04-22 07:35:08.379591,325,negative,0.88,roberta-base,negative,neutral
326,326,326,3,Delivery was late,2026-02-25 07:35:08.379625,326,neutral,0.59,roberta-base,neutral,neutral
327,327,327,3,Fantastic support and fast shipping,2026-04-29 07:35:08.379661,327,neutral,0.64,bert-base,neutral,neutral
328,328,328,2,Good value for money,2026-06-23 07:35:08.379695,328,neutral,0.89,bert-base,neutral,negative
329,329,329,4,Great product and excellent quality,2026-07-06 07:35:08.379729,329,negative,0.58,bert-base,negative,positive
330,330,330,1,Delivery was late,2026-04-17 07:35:08.379764,330,positive,0.67,distilbert,positive,negative
331,331,331,4,"Average product, could be better",2026-04-08 07:35:08.379798,331,positive,0.69,roberta-base,positive,positive
332,332,332,2,Great product and excellent quality,2026-05-05 07:35:08.379832,332,positive,0.65,distilbert,positive,negative
333,333,333,2,Very satisfied with the experience,2026-06-14 07:35:08.379867,333,positive,0.56,bert-base,positive,negative
334,334,334,5,Very satisfied with the experience,2026-07-10 07:35:08.379901,334,positive,0.63,bert-base,positive,positive
335,335,335,1,Great product and excellent quality,2026-02-12 07:35:08.379935,335,neutral,0.92,roberta-base,neutral,negative
336,336,336,4,"Average product, could be better",2026-02-20 07:35:08.380045,336,negative,0.81,distilbert,negative,positive
337,337,337,3,Very satisfied with the experience,2026-04-29 07:35:08.380082,337,neutral,0.63,roberta-base,neutral,neutral
338,338,338,4,Very satisfied with the experience,2026-05-16 07:35:08.380118,338,positive,0.88,roberta-base,positive,positive
339,339,339,4,Fantastic support and fast shipping,2026-04-26 07:35:08.380153,339,positive,0.63,roberta-base,positive,positive
340,340,340,1,Good value for money,2026-06-15 07:35:08.380189,340,positive,0.64,distilbert,positive,negative
341,341,341,2,Great product and excellent quality,2026-07-05 07:35:08.380223,341,neutral,0.63,distilbert,neutral,negative
342,342,342,4,Delivery was late,2026-02-03 07:35:08.380257,342,positive,0.66,bert-base,positive,positive
343,343,343,2,Fantastic support and fast shipping,2026-04-24 07:35:08.380291,343,neutral,0.62,bert-base,neutral,negative
344,344,344,1,Fantastic support and fast shipping,2026-03-13 07:35:08.380326,344,negative,0.56,roberta-base,negative,negative
345,345,345,2,Great product and excellent quality,2026-05-22 07:35:08.380360,345,negative,0.56,bert-base,negative,negative
346,346,346,4,Good value for money,2026-07-08 07:35:08.380394,346,negative,0.8,distilbert,negative,positive
347,347,347,4,Delivery was late,2026-06-12 07:35:08.380429,347,positive,0.84,roberta-base,positive,positive
348,348,348,2,"Average product, could be better",2026-03-14 07:35:08.380474,348,neutral,0.66,roberta-base,neutral,negative
349,349,349,5,Great product and excellent quality,2026-04-25 07:35:08.380512,349,negative,0.59,bert-base,negative,positive
350,350,350,4,Fantastic support and fast shipping,2026-03-12 07:35:08.380548,350,positive,0.8,roberta-base,positive,positive
351,351,351,4,Great product and excellent quality,2026-06-12 07:35:08.380583,351,positive,0.52,distilbert,positive,positive
352,352,352,4,Good value for money,2026-07-11 07:35:08.380617,352,neutral,0.89,bert-base,neutral,positive
353,353,353,1,"Average product, could be better",2026-07-13 07:35:08.380657,353,neutral,0.54,bert-base,neutral,negative
354,354,354,2,Fantastic support and fast shipping,2026-03-11 07:35:08.380692,354,negative,0.77,distilbert,negative,negative
355,355,355,3,"Average product, could be better",2026-02-13 07:35:08.380727,355,positive,0.76,distilbert,positive,neutral
356,356,356,5,Delivery was late,2026-05-31 07:35:08.380761,356,negative,0.77,roberta-base,negative,positive
357,357,357,2,"Average product, could be better",2026-05-15 07:35:08.380797,357,positive,0.65,bert-base,positive,negative
358,358,358,1,Good value for money,2026-07-22 07:35:08.380831,358,neutral,0.67,bert-base,neutral,negative
359,359,359,1,Good value for money,2026-05-09 07:35:08.380867,359,neutral,0.58,distilbert,neutral,negative
360,360,360,1,Very satisfied with the experience,2026-06-03 07:35:08.380902,360,negative,0.82,distilbert,negative,negative
361,361,361,2,Fantastic support and fast shipping,2026-06-22 07:35:08.380942,361,positive,0.83,roberta-base,positive,negative
362,362,362,4,Great product and excellent quality,2026-03-07 07:35:08.380976,362,negative,0.52,roberta-base,negative,positive
363,363,363,5,Very satisfied with the experience,2026-06-11 07:35:08.381012,363,negative,0.8,distilbert,negative,positive
364,364,364,4,Very satisfied with the experience,2026-04-29 07:35:08.381046,364,neutral,0.59,roberta-base,neutral,positive
365,365,365,3,Fantastic support and fast shipping,2026-06-22 07:35:08.381081,365,negative,0.92,bert-base,negative,neutral
366,366,366,1,Very satisfied with the experience,2026-05-08 07:35:08.381115,366,positive,0.86,bert-base,positive,negative
367,367,367,5,"Average product, could be better",2026-07-20 07:35:08.381149,367,neutral,0.58,roberta-base,neutral,positive
368,368,368,3,Great product and excellent quality,2026-02-15 07:35:08.381184,368,neutral,0.61,roberta-base,neutral,neutral
369,369,369,1,Great product and excellent quality,2026-05-29 07:35:08.381218,369,negative,0.65,roberta-base,negative,negative
370,370,370,3,Great product and excellent quality,2026-04-23 07:35:08.381253,370,positive,0.96,roberta-base,positive,neutral
371,371,371,2,Fantastic support and fast shipping,2026-04-16 07:35:08.381287,371,positive,0.78,roberta-base,positive,negative
372,372,372,2,Good value for money,2026-05-13 07:35:08.381324,372,negative,0.85,distilbert,negative,negative
373,373,373,2,Delivery was late,2026-07-24 07:35:08.381363,373,neutral,0.93,roberta-base,neutral,negative
374,374,374,5,Great product and excellent quality,2026-02-24 07:35:08.381397,374,neutral,0.8,distilbert,neutral,positive
375,375,375,4,"Average product, could be better",2026-02-15 07:35:08.381431,375,neutral,0.59,roberta-base,neutral,positive
376,376,376,2,Fantastic support and fast shipping,2026-06-09 07:35:08.381465,376,positive,0.59,roberta-base,positive,negative
377,377,377,4,Delivery was late,2026-02-25 07:35:08.381499,377,negative,0.78,distilbert,negative,positive
378,378,378,1,Fantastic support and fast shipping,2026-03-11 07:35:08.381534,378,neutral,0.75,distilbert,neutral,negative
379,379,379,5,Delivery was late,2026-07-18 07:35:08.381567,379,negative,0.75,bert-base,negative,positive
380,380,380,4,Very satisfied with the experience,2026-05-10 07:35:08.381600,380,neutral,0.51,roberta-base,neutral,positive
381,381,381,3,Very satisfied with the experience,2026-07-10 07:35:08.381634,381,negative,0.85,distilbert,negative,neutral
382,382,382,2,Good value for money,2026-07-18 07:35:08.381669,382,neutral,0.65,distilbert,neutral,negative
383,383,383,4,Very satisfied with the experience,2026-03-26 07:35:08.381704,383,negative,0.9,distilbert,negative,positive
384,384,384,2,Great product and excellent quality,2026-03-13 07:35:08.381804,384,neutral,0.8,distilbert,neutral,negative
385,385,385,3,Delivery was late,2026-07-09 07:35:08.381841,385,positive,0.55,bert-base,positive,neutral
386,386,386,3,Great product and excellent quality,2026-05-10 07:35:08.381874,386,neutral,0.94,bert-base,neutral,neutral
387,387,387,2,"Average product, could be better",2026-02-03 07:35:08.381908,387,positive,0.8,bert-base,positive,negative
388,388,388,3,"Average product, could be better",2026-06-28 07:35:08.381941,388,negative,0.78,distilbert,negative,neutral
389,389,389,1,Very satisfied with the experience,2026-06-08 07:35:08.381977,389,negative,0.99,roberta-base,negative,negative
390,390,390,3,Great product and excellent quality,2026-05-16 07:35:08.382012,390,negative,0.77,bert-base,negative,neutral
391,391,391,4,Very satisfied with the experience,2026-07-22 07:35:08.382046,391,negative,0.57,bert-base,negative,positive
392,392,392,3,Fantastic support and fast shipping,2026-03-11 07:35:08.382124,392,negative,0.51,distilbert,negative,neutral
393,393,393,5,"Average product, could be better",2026-04-23 07:35:08.382164,393,positive,0.79,roberta-base,positive,positive
394,394,394,3,"Average product, could be better",2026-06-17 07:35:08.382202,394,positive,0.68,bert-base,positive,neutral
395,395,395,5,Fantastic support and fast shipping,2026-05-13 07:35:08.382241,395,neutral,0.57,bert-base,neutral,positive
396,396,396,5,Great product and excellent quality,2026-07-09 07:35:08.382276,396,neutral,0.73,bert-base,neutral,positive
397,397,397,2,Good value for money,2026-05-19 07:35:08.382315,397,neutral,0.76,roberta-base,neutral,negative
398,398,398,5,Good value for money,2026-05-03 07:35:08.382350,398,negative,0.66,bert-base,negative,positive
399,399,399,1,Good value for money,2026-04-02 07:35:08.382386,399,negative,0.52,roberta-base,negative,negative
400,400,400,5,Fantastic support and fast shipping,2026-07-11 07:35:08.382422,400,neutral,0.78,bert-base,neutral,positive
401,401,401,4,Delivery was late,2026-06-15 07:35:08.382462,401,negative,0.95,roberta-base,negative,positive
402,402,402,5,Delivery was late,2026-03-06 07:35:08.382497,402,positive,0.75,roberta-base,positive,positive
403,403,403,2,"Average product, could be better",2026-03-13 07:35:08.382530,403,positive,0.98,roberta-base,positive,negative
404,404,404,2,Fantastic support and fast shipping,2026-06-17 07:35:08.382563,404,negative,0.83,distilbert,negative,negative
405,405,405,5,Great product and excellent quality,2026-07-04 07:35:08.382597,405,negative,0.9,roberta-base,negative,positive
406,406,406,2,Fantastic support and fast shipping,2026-04-07 07:35:08.382633,406,negative,0.64,distilbert,negative,negative
407,407,407,1,Delivery was late,2026-03-04 07:35:08.382668,407,positive,0.8,distilbert,positive,negative
408,408,408,2,Great product and excellent quality,2026-04-12 07:35:08.382703,408,negative,0.79,distilbert,negative,negative
409,409,409,3,Very satisfied with the experience,2026-04-16 07:35:08.382739,409,positive,0.64,distilbert,positive,neutral
410,410,410,2,Great product and excellent quality,2026-02-17 07:35:08.382773,410,neutral,0.92,distilbert,neutral,negative
411,411,411,4,Good value for money,2026-02-27 07:35:08.382807,411,positive,0.78,distilbert,positive,positive
412,412,412,1,Delivery was late,2026-03-05 07:35:08.382843,412,neutral,0.97,bert-base,neutral,negative
413,413,413,1,Fantastic support and fast shipping,2026-02-06 07:35:08.382878,413,negative,0.76,distilbert,negative,negative
414,414,414,4,Delivery was late,2026-05-02 07:35:08.382914,414,neutral,0.64,bert-base,neutral,positive
415,415,415,1,"Average product, could be better",2026-05-19 07:35:08.382947,415,neutral,0.54,distilbert,neutral,negative
416,416,416,5,Good value for money,2026-06-23 07:35:08.382983,416,negative,0.72,bert-base,negative,positive
417,417,417,4,Very satisfied with the experience,2026-04-24 07:35:08.383019,417,positive,0.82,distilbert,positive,positive
418,418,418,4,Very satisfied with the experience,2026-04-01 07:35:08.383053,418,neutral,0.73,distilbert,neutral,positive
419,419,419,4,Very satisfied with the experience,2026-02-08 07:35:08.383086,419,neutral,0.97,distilbert,neutral,positive
420,420,420,1,Delivery was late,2026-05-27 07:35:08.383122,420,negative,0.79,roberta-base,negative,negative
421,421,421,4,Great product and excellent quality,2026-07-06 07:35:08.383159,421,negative,0.55,roberta-base,negative,positive
422,422,422,2,Fantastic support and fast shipping,2026-02-28 07:35:08.383193,422,negative,0.56,bert-base,negative,negative
423,423,423,1,Very satisfied with the experience,2026-02-18 07:35:08.383228,423,neutral,0.95,roberta-base,neutral,negative
424,424,424,3,Great product and excellent quality,2026-05-25 07:35:08.383263,424,positive,0.72,roberta-base,positive,neutral
425,425,425,1,Fantastic support and fast shipping,2026-04-09 07:35:08.383296,425,negative,0.63,bert-base,negative,negative
426,426,426,4,Fantastic support and fast shipping,2026-05-24 07:35:08.383330,426,positive,0.84,roberta-base,positive,positive
427,427,427,4,Great product and excellent quality,2026-02-05 07:35:08.383365,427,neutral,0.56,distilbert,neutral,positive
428,428,428,1,Delivery was late,2026-04-05 07:35:08.383400,428,neutral,0.82,bert-base,neutral,negative
429,429,429,4,Great product and excellent quality,2026-06-13 07:35:08.383436,429,positive,0.52,bert-base,positive,positive
430,430,430,3,Great product and excellent quality,2026-07-21 07:35:08.383469,430,neutral,0.56,distilbert,neutral,neutral
431,431,431,4,Great product and excellent quality,2026-02-23 07:35:08.383502,431,positive,0.62,distilbert,positive,positive
432,432,432,1,"Average product, could be better",2026-07-04 07:35:08.383604,432,positive,0.74,distilbert,positive,negative
433,433,433,2,Delivery was late,2026-07-20 07:35:08.383642,433,negative,0.58,bert-base,negative,negative
434,434,434,1,"Average product, could be better",2026-06-27 07:35:08.383675,434,positive,0.89,distilbert,positive,negative
435,435,435,4,Very satisfied with the experience,2026-02-04 07:35:08.383709,435,positive,0.6,distilbert,positive,positive
436,436,436,5,Very satisfied with the experience,2026-07-09 07:35:08.383743,436,negative,0.9,roberta-base,negative,positive
437,437,437,5,"Average product, could be better",2026-06-05 07:35:08.383776,437,neutral,0.88,distilbert,neutral,positive
438,438,438,1,Fantastic support and fast shipping,2026-07-18 07:35:08.383809,438,negative,0.68,bert-base,negative,negative
439,439,439,1,Good value for money,2026-03-29 07:35:08.383842,439,negative,0.56,bert-base,negative,negative
440,440,440,1,Good value for money,2026-06-01 07:35:08.383877,440,negative,0.7,bert-base,negative,negative
441,441,441,2,Very satisfied with the experience,2026-04-23 07:35:08.383912,441,neutral,0.57,distilbert,neutral,negative
442,442,442,4,Great product and excellent quality,2026-04-05 07:35:08.383945,442,neutral,0.58,roberta-base,neutral,positive
443,443,443,4,"Average product, could be better",2026-06-06 07:35:08.383978,443,negative,0.73,roberta-base,negative,positive
444,444,444,5,Good value for money,2026-07-30 07:35:08.384012,444,neutral,0.98,bert-base,neutral,positive
445,445,445,1,Good value for money,2026-03-11 07:35:08.384047,445,positive,0.84,roberta-base,positive,negative
446,446,446,5,Very satisfied with the experience,2026-03-04 07:35:08.384082,446,positive,0.98,roberta-base,positive,positive
447,447,447,4,Great product and excellent quality,2026-02-05 07:35:08.384115,447,neutral,0.76,roberta-base,neutral,positive
448,448,448,5,Great product and excellent quality,2026-02-09 07:35:08.384148,448,neutral,0.94,bert-base,neutral,positive
449,449,449,2,Fantastic support and fast shipping,2026-06-26 07:35:08.384182,449,neutral,0.62,bert-base,neutral,negative
450,450,450,1,Great product and excellent quality,2026-04-27 07:35:08.384218,450,neutral,0.72,distilbert,neutral,negative
451,451,451,1,Very satisfied with the experience,2026-07-11 07:35:08.384253,451,neutral,0.94,roberta-base,neutral,negative
452,452,452,5,Very satisfied with the experience,2026-06-28 07:35:08.384287,452,neutral,0.67,roberta-base,neutral,positive
453,453,453,3,"Average product, could be better",2026-02-14 07:35:08.384320,453,negative,0.89,roberta-base,negative,neutral
454,454,454,1,Delivery was late,2026-06-24 07:35:08.384353,454,neutral,0.64,bert-base,neutral,negative
455,455,455,1,Good value for money,2026-07-21 07:35:08.384391,455,neutral,0.78,roberta-base,neutral,negative
456,456,456,2,"Average product, could be better",2026-03-17 07:35:08.384424,456,neutral,0.56,bert-base,neutral,negative
457,457,457,3,Fantastic support and fast shipping,2026-04-01 07:35:08.384463,457,neutral,0.98,distilbert,neutral,neutral
458,458,458,5,Fantastic support and fast shipping,2026-07-02 07:35:08.384499,458,neutral,0.51,distilbert,neutral,positive
459,459,459,2,Delivery was late,2026-07-26 07:35:08.384533,459,positive,0.76,roberta-base,positive,negative
460,460,460,4,Good value for money,2026-04-28 07:35:08.384566,460,neutral,0.68,roberta-base,neutral,positive
461,461,461,4,Good value for money,2026-04-16 07:35:08.384599,461,positive,0.91,distilbert,positive,positive
462,462,462,3,Very satisfied with the experience,2026-04-16 07:35:08.384633,462,positive,0.77,distilbert,positive,neutral
463,463,463,5,Very satisfied with the experience,2026-04-04 07:35:08.384669,463,positive,0.51,bert-base,positive,positive
464,464,464,2,Very satisfied with the experience,2026-07-24 07:35:08.384702,464,positive,0.87,roberta-base,positive,negative
465,465,465,3,Great product and excellent quality,2026-03-22 07:35:08.384737,465,negative,0.78,roberta-base,negative,neutral
466,466,466,3,Delivery was late,2026-04-15 07:35:08.384770,466,negative,0.95,roberta-base,negative,neutral
467,467,467,5,Good value for money,2026-05-10 07:35:08.384805,467,neutral,0.91,distilbert,neutral,positive
468,468,468,5,Good value for money,2026-05-20 07:35:08.384839,468,neutral,0.88,roberta-base,neutral,positive
469,469,469,5,Fantastic support and fast shipping,2026-02-02 07:35:08.384874,469,positive,0.7,bert-base,positive,positive
470,470,470,2,Delivery was late,2026-05-15 07:35:08.384909,470,positive,0.86,bert-base,positive,negative
471,471,471,1,Fantastic support and fast shipping,2026-07-12 07:35:08.384942,471,positive,0.88,roberta-base,positive,negative
472,472,472,1,Fantastic support and fast shipping,2026-07-07 07:35:08.384975,472,positive,0.95,bert-base,positive,negative
473,473,473,2,Delivery was late,2026-03-25 07:35:08.385008,473,negative,0.8,distilbert,negative,negative
474,474,474,1,Fantastic support and fast shipping,2026-06-07 07:35:08.385043,474,negative,0.92,roberta-base,negative,negative
475,475,475,2,"Average product, could be better",2026-04-18 07:35:08.385076,475,positive,0.87,roberta-base,positive,negative
476,476,476,1,Great product and excellent quality,2026-05-09 07:35:08.385109,476,neutral,0.56,roberta-base,neutral,negative
477,477,477,4,Great product and excellent quality,2026-02-08 07:35:08.385142,477,neutral,0.59,distilbert,neutral,positive
478,478,478,2,Fantastic support and fast shipping,2026-07-15 07:35:08.385176,478,neutral,0.98,roberta-base,neutral,negative
479,479,479,4,Fantastic support and fast shipping,2026-05-01 07:35:08.385273,479,neutral,0.83,roberta-base,neutral,positive
480,480,480,2,Fantastic support and fast shipping,2026-07-24 07:35:08.385306,480,positive,0.86,bert-base,positive,negative
481,481,481,5,Fantastic support and fast shipping,2026-03-27 07:35:08.385341,481,neutral,0.6,distilbert,neutral,positive
482,482,482,1,Very satisfied with the experience,2026-04-24 07:35:08.385376,482,neutral,0.65,roberta-base,neutral,negative
483,483,483,4,Delivery was late,2026-03-29 07:35:08.385409,483,positive,0.78,roberta-base,positive,positive
484,484,484,3,Fantastic support and fast shipping,2026-05-20 07:35:08.385445,484,neutral,0.53,distilbert,neutral,neutral
485,485,485,3,Very satisfied with the experience,2026-05-01 07:35:08.385479,485,neutral,0.67,distilbert,neutral,neutral
486,486,486,1,Good value for money,2026-03-16 07:35:08.385513,486,neutral,0.52,distilbert,neutral,negative
487,487,487,5,Very satisfied with the experience,2026-04-23 07:35:08.385546,487,neutral,0.78,roberta-base,neutral,positive
488,488,488,1,Very satisfied with the experience,2026-03-16 07:35:08.385579,488,positive,0.64,bert-base,positive,negative
489,489,489,1,Delivery was late,2026-03-08 07:35:08.385612,489,negative,0.73,bert-base,negative,negative
490,490,490,3,Very satisfied with the experience,2026-02-22 07:35:08.385645,490,negative,0.72,distilbert,negative,neutral
491,491,491,5,Fantastic support and fast shipping,2026-02-24 07:35:08.385678,491,neutral,0.96,distilbert,neutral,positive
492,492,492,3,Very satisfied with the experience,2026-07-15 07:35:08.385711,492,negative,0.6,roberta-base,negative,neutral
493,493,493,3,Good value for money,2026-04-04 07:35:08.385745,493,neutral,0.77,roberta-base,neutral,neutral
494,494,494,1,Fantastic support and fast shipping,2026-03-29 07:35:08.385779,494,positive,0.53,bert-base,positive,negative
495,495,495,2,Fantastic support and fast shipping,2026-06-01 07:35:08.385813,495,positive,0.78,distilbert,positive,negative
496,496,496,3,Delivery was late,2026-03-04 07:35:08.385845,496,negative,0.69,distilbert,negative,neutral
497,497,497,1,"Average product, could be better",2026-03-28 07:35:08.385880,497,negative,0.68,bert-base,negative,negative
498,498,498,3,Delivery was late,2026-07-26 07:35:08.385912,498,negative,0.97,distilbert,negative,neutral
499,499,499,5,Great product and excellent quality,2026-06-01 07:35:08.385945,499,neutral,0.69,roberta-base,neutral,positive
500,500,500,1,Very satisfied with the experience,2026-05-22 07:35:08.385978,500,positive,0.9,roberta-base,positive,negative
501,501,501,4,Delivery was late,2026-02-27 07:35:08.386010,501,negative,0.9,distilbert,negative,positive
502,502,502,1,Good value for money,2026-04-20 07:35:08.386043,502,positive,0.81,roberta-base,positive,negative
503,503,503,2,Very satisfied with the experience,2026-05-26 07:35:08.386076,503,positive,0.84,roberta-base,positive,negative
504,504,504,5,Great product and excellent quality,2026-02-16 07:35:08.386114,504,negative,0.81,bert-base,negative,positive
505,505,505,1,Good value for money,2026-04-28 07:35:08.386150,505,positive,0.96,bert-base,positive,negative
506,506,506,2,Good value for money,2026-05-24 07:35:08.386185,506,neutral,0.87,roberta-base,neutral,negative
507,507,507,1,Good value for money,2026-05-18 07:35:08.386219,507,neutral,0.62,roberta-base,neutral,negative
